Proposal Name,Name,Unit Type,No of Desks,Centre: Name,Contract Number,Status,Account Name,Account Owner,Centre,Duplicate Check
NCR/PT/02261/2,NCR/PT/FD/00/008,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/009,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/010,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/011,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/012,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/013,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/014,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/015,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/016,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/020,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/021,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/022,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/023,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/024,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/025,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/026,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/027,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/028,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/029,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/030,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/FD/00/033,Flexible Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/DD/02/036,Dedicated Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/DD/02/037,Dedicated Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/DD/02/038,Dedicated Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/DD/02/039,Dedicated Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/DD/02/040,Dedicated Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/DD/02/041,Dedicated Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/DD/02/042,Dedicated Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/PS/00/002,Private Studio,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/PS/00/003,Private Studio,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/PS/00/009,Private Studio,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/DD/02/050,Dedicated Desk,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02261/2,NCR/PT/PS/00/004,Private Studio,70,CoWrks Golf Course Road,1966,Formal Notice Given,APPSTER LLP,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02327/1,NCR/PT/PS/02/046,Private Studio,10,CoWrks Golf Course Road,1922,Activated,Akana Technologies Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02248/1,NCR/PT/PS/01/034,Private Studio,10,CoWrks Golf Course Road,1854,Activated,ARCTERN HEALTHCARE PRIVATE LIMITED,Dhruv Agarwal,CoWrks Golf Course Road,
NCR/PT/01501/1,NCR/PT/DD/01/023,Dedicated Desk,2,CoWrks Golf Course Road,1148,Formal Notice Given,Rashmi,Dhruv Agarwal,CoWrks Golf Course Road,
NCR/PT/01501/1,NCR/PT/DD/01/024,Dedicated Desk,2,CoWrks Golf Course Road,1148,Formal Notice Given,Rashmi,Dhruv Agarwal,CoWrks Golf Course Road,
NCR/PT/01333/2,NCR/PT/PS/01/028,Private Studio,17,CoWrks Golf Course Road,1194,Activated,Razorpay Software  Private Limited,Arjun Sharma,CoWrks Golf Course Road,
NCR/PT/01333/2,NCR/PT/PS/01/029,Private Studio,17,CoWrks Golf Course Road,1194,Activated,Razorpay Software  Private Limited,Arjun Sharma,CoWrks Golf Course Road,
NCR/PT/01333/2,NCR/PT/PS/01/030,Private Studio,17,CoWrks Golf Course Road,1194,Activated,Razorpay Software  Private Limited,Arjun Sharma,CoWrks Golf Course Road,
NCR/PT/02622/1,NCR/PT/PS/01/023,Private Studio,4,CoWrks Golf Course Road,2146,Activated,Accord Group India Private Limited,Khushboo Parakh,CoWrks Golf Course Road,
NCR/PT/02255/1,NCR/PT/PS/02/048,Private Studio,10,CoWrks Golf Course Road,1859,Activated,Carlsberg India Pvt. Ltd.,Khushboo Parakh,CoWrks Golf Course Road,
NCR/PT/02057/1,NCR/PT/CP/00/020,Car Parking,61,CoWrks Golf Course Road,1701,Activated,Alight HR Services India Private Limited,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02567/1,NCR/PT/CP/00/025,Car Parking,0,CoWrks Golf Course Road,2120,Month on Month,Blue Whale Advisory Services Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02567/1,NCR/PT/CP/00/026,Car Parking,0,CoWrks Golf Course Road,2120,Month on Month,Blue Whale Advisory Services Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02567/1,NCR/PT/CP/00/027,Car Parking,0,CoWrks Golf Course Road,2120,Month on Month,Blue Whale Advisory Services Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02567/1,NCR/PT/CP/00/028,Car Parking,0,CoWrks Golf Course Road,2120,Month on Month,Blue Whale Advisory Services Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02567/1,NCR/PT/CP/00/029,Car Parking,0,CoWrks Golf Course Road,2120,Month on Month,Blue Whale Advisory Services Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02567/1,NCR/PT/CP/00/030,Car Parking,0,CoWrks Golf Course Road,2120,Month on Month,Blue Whale Advisory Services Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02567/1,NCR/PT/CP/00/031,Car Parking,0,CoWrks Golf Course Road,2120,Month on Month,Blue Whale Advisory Services Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02567/1,NCR/PT/CP/00/032,Car Parking,0,CoWrks Golf Course Road,2120,Month on Month,Blue Whale Advisory Services Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02567/1,NCR/PT/CP/00/033,Car Parking,0,CoWrks Golf Course Road,2120,Month on Month,Blue Whale Advisory Services Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02567/1,NCR/PT/CP/00/034,Car Parking,0,CoWrks Golf Course Road,2120,Month on Month,Blue Whale Advisory Services Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02567/1,NCR/PT/CP/00/035,Car Parking,0,CoWrks Golf Course Road,2120,Month on Month,Blue Whale Advisory Services Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02567/1,NCR/PT/CP/00/036,Car Parking,0,CoWrks Golf Course Road,2120,Month on Month,Blue Whale Advisory Services Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02567/1,NCR/PT/CP/00/037,Car Parking,0,CoWrks Golf Course Road,2120,Month on Month,Blue Whale Advisory Services Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/02567/1,NCR/PT/CP/00/038,Car Parking,0,CoWrks Golf Course Road,2120,Month on Month,Blue Whale Advisory Services Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/01586/1,NCR/PT/PS/01/035,Private Studio,10,CoWrks Golf Course Road,1239,Activated,ARCTERN HEALTHCARE PRIVATE LIMITED,Dhruv Agarwal,CoWrks Golf Course Road,
NCR/PT/01597/1,NCR/PT/PS/02/060,Private Studio,21,CoWrks Golf Course Road,1289,Activated,YMetis India Private Limited,Dhruv Agarwal,CoWrks Golf Course Road,
NCR/PT/01574/2,NCR/PT/PS/01/033,Private Studio,4,CoWrks Golf Course Road,1254,Activated,Neha Rakheja,Dhruv Agarwal,CoWrks Golf Course Road,
NCR/PT/01601/1,NCR/PT/DD/01/018,Dedicated Desk,1,CoWrks Golf Course Road,1265,Activated,Anurag Baveja,Dhruv Agarwal,CoWrks Golf Course Road,
NCR/PT/01638/1,NCR/PT/PS/00/010,Private Studio,4,CoWrks Golf Course Road,1294,Activated,MissMalini Entertainment Pvt Ltd,Dhruv Agarwal,CoWrks Golf Course Road,
NCR/PT/01676/1,NCR/PT/DD/01/026,Dedicated Desk,1,CoWrks Golf Course Road,1348,Month on Month,K2B Learning Private Limited,Khushboo Parakh,CoWrks Golf Course Road,
NCR/PT/01722/1,NCR/PT/PS/00/001,Private Studio,2,CoWrks Golf Course Road,1393,Activated,Flemingo Travel Retail (P) Limited.,Khushboo Parakh,CoWrks Golf Course Road,
NCR/PT/01722/1,NCR/PT/CP/00/007,Car Parking,2,CoWrks Golf Course Road,1393,Activated,Flemingo Travel Retail (P) Limited.,Khushboo Parakh,CoWrks Golf Course Road,
NCR/PT/01738/1,NCR/PT/CP/00/008,Car Parking,0,CoWrks Golf Course Road,1369,Month on Month,YMetis India Private Limited,Dhruv Agarwal,CoWrks Golf Course Road,
NCR/PT/01744/1,NCR/PT/DD/01/027,Dedicated Desk,1,CoWrks Golf Course Road,1379,Activated,Moksh Eshpuniyani(Delna Foods),Khushboo Parakh,CoWrks Golf Course Road,
NCR/PT/01761/1,NCR/PT/DD/01/017,Dedicated Desk,1,CoWrks Golf Course Road,1396,Activated,Western Vindhya,Khushboo Parakh,CoWrks Golf Course Road,
NCR/PT/01769/1,NCR/PT/DD/01/001,Dedicated Desk,1,CoWrks Golf Course Road,1398,Activated,SAM Technologies,Khushboo Parakh,CoWrks Golf Course Road,
NCR/PT/01779/1,NCR/PT/PS/02/049,Private Studio,6,CoWrks Golf Course Road,1408,Month on Month,Adways Innovations India Private Limited,Khushboo Parakh,CoWrks Golf Course Road,
NCR/PT/01779/1,NCR/PT/PS/02/050,Private Studio,6,CoWrks Golf Course Road,1408,Month on Month,Adways Innovations India Private Limited,Khushboo Parakh,CoWrks Golf Course Road,
BLR/EW/00437/1,BLR/EW/DD/00/009,Dedicated Desk,2,RMZ EcoWorld,527,Activated,Mr. Raghunandan Gangappa,Rumpa Das,RMZ EcoWorld,2
NCR/PT/02359/1,NCR/PT/CP/00/024,Car Parking,0,CoWrks Golf Course Road,1960,Month on Month,Shearwater Ventures Private Limited,Dhruv Agarwal,CoWrks Golf Course Road,
NCR/PT/02567/1,NCR/PT/CP/00/024,Car Parking,0,CoWrks Golf Course Road,2120,Month on Month,Blue Whale Advisory Services Pvt. Ltd.,Arjun Gulati,CoWrks Golf Course Road,
NCR/PT/03141/3,NCR/PT/CP/00/011,Car Parking,0,CoWrks Golf Course Road,2491,Month on Month,Moksh Eshpuniyani(Delna Foods),Khushboo Parakh,CoWrks Golf Course Road,
BLR/KO/02736/1,BLR/KO/DD/05/001,Dedicated Desk,1,CoWrks Koramangala,2267,Activated,Nishith Jayaraj Shah,Jithin Raj,CoWrks Koramangala,
BLR/KO/02834/1,BLR/KO/PS/05/043,Private Studio,1,CoWrks Koramangala,2335,Activated,Rohit Singal,Antoinette Monisha,CoWrks Koramangala,
BLR/KO/02841/1,BLR/KO/DD/05/003,Dedicated Desk,8,CoWrks Koramangala,2355,Activated,SWYM TECHNOLOGIES PRIVATE LIMITED,Jithin Raj,CoWrks Koramangala,
BLR/KO/02841/1,BLR/KO/DD/05/004,Dedicated Desk,8,CoWrks Koramangala,2355,Activated,SWYM TECHNOLOGIES PRIVATE LIMITED,Jithin Raj,CoWrks Koramangala,
BLR/KO/02841/1,BLR/KO/DD/05/005,Dedicated Desk,8,CoWrks Koramangala,2355,Activated,SWYM TECHNOLOGIES PRIVATE LIMITED,Jithin Raj,CoWrks Koramangala,
BLR/KO/02841/1,BLR/KO/DD/05/006,Dedicated Desk,8,CoWrks Koramangala,2355,Activated,SWYM TECHNOLOGIES PRIVATE LIMITED,Jithin Raj,CoWrks Koramangala,
BLR/KO/02841/1,BLR/KO/DD/05/007,Dedicated Desk,8,CoWrks Koramangala,2355,Activated,SWYM TECHNOLOGIES PRIVATE LIMITED,Jithin Raj,CoWrks Koramangala,
BLR/KO/02841/1,BLR/KO/DD/05/008,Dedicated Desk,8,CoWrks Koramangala,2355,Activated,SWYM TECHNOLOGIES PRIVATE LIMITED,Jithin Raj,CoWrks Koramangala,
BLR/KO/02841/1,BLR/KO/DD/05/009,Dedicated Desk,8,CoWrks Koramangala,2355,Activated,SWYM TECHNOLOGIES PRIVATE LIMITED,Jithin Raj,CoWrks Koramangala,
BLR/KO/02841/1,BLR/KO/DD/05/010,Dedicated Desk,8,CoWrks Koramangala,2355,Activated,SWYM TECHNOLOGIES PRIVATE LIMITED,Jithin Raj,CoWrks Koramangala,
BLR/KO/02238/1,BLR/KO/PS/05/004,Private Studio,24,CoWrks Koramangala,2135,Activated,Netdox Health Private Limited,Raghu Ram,CoWrks Koramangala,
BLR/KO/02791/1,BLR/KO/PS/05/016,Private Studio,12,CoWrks Koramangala,2244,Activated,Dunya Labs India Pvt Ltd,Jithin Raj,CoWrks Koramangala,
BLR/KO/02437/2,BLR/KO/CP/00/013,Car Parking,58,CoWrks Koramangala,2306,Activated,WarpDrive Tech Works LLP,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02437/2,BLR/KO/CP/00/014,Car Parking,58,CoWrks Koramangala,2306,Activated,WarpDrive Tech Works LLP,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02437/2,BLR/KO/CP/00/015,Car Parking,58,CoWrks Koramangala,2306,Activated,WarpDrive Tech Works LLP,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02437/2,BLR/KO/CP/00/016,Car Parking,58,CoWrks Koramangala,2306,Activated,WarpDrive Tech Works LLP,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02437/2,BLR/KO/CP/00/017,Car Parking,58,CoWrks Koramangala,2306,Activated,WarpDrive Tech Works LLP,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02437/2,BLR/KO/CP/00/018,Car Parking,58,CoWrks Koramangala,2306,Activated,WarpDrive Tech Works LLP,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02437/2,BLR/KO/PS/05/047,Private Studio,58,CoWrks Koramangala,2306,Activated,WarpDrive Tech Works LLP,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02437/2,BLR/KO/PS/05/048,Private Studio,58,CoWrks Koramangala,2306,Activated,WarpDrive Tech Works LLP,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02437/2,BLR/KO/PS/05/049,Private Studio,58,CoWrks Koramangala,2306,Activated,WarpDrive Tech Works LLP,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02437/2,BLR/KO/PS/05/050,Private Studio,58,CoWrks Koramangala,2306,Activated,WarpDrive Tech Works LLP,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02437/2,BLR/KO/PS/05/055,Private Studio,58,CoWrks Koramangala,2306,Activated,WarpDrive Tech Works LLP,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02849/1,BLR/KO/DD/05/002,Dedicated Desk,1,CoWrks Koramangala,2331,Formal Notice Given,Sa-Sai Retail India Pvt Ltd,Jithin Raj,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/001,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/002,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/003,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/005,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/007,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/008,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/009,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/010,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/011,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/012,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/014,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/015,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/024,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/025,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/026,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
NCR/PT/03133/2,NCR/PT/CP/00/012,Car Parking,0,CoWrks Golf Course Road,2500,Month on Month,Razorpay Software  Private Limited,Arjun Sharma,CoWrks Golf Course Road,
BLR/KO/02902/1,BLR/KO/PS/05/028,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/029,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/030,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/031,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02934/1,BLR/KO/DD/05/011,Dedicated Desk,14,CoWrks Koramangala,2381,Formal Notice Given,Venture Classic,Jithin Raj,CoWrks Koramangala,
BLR/KO/02934/1,BLR/KO/DD/05/012,Dedicated Desk,14,CoWrks Koramangala,2381,Formal Notice Given,Venture Classic,Jithin Raj,CoWrks Koramangala,
BLR/KO/02934/1,BLR/KO/DD/05/013,Dedicated Desk,14,CoWrks Koramangala,2381,Formal Notice Given,Venture Classic,Jithin Raj,CoWrks Koramangala,
BLR/KO/02934/1,BLR/KO/DD/05/014,Dedicated Desk,14,CoWrks Koramangala,2381,Formal Notice Given,Venture Classic,Jithin Raj,CoWrks Koramangala,
BLR/KO/02934/1,BLR/KO/DD/05/015,Dedicated Desk,14,CoWrks Koramangala,2381,Formal Notice Given,Venture Classic,Jithin Raj,CoWrks Koramangala,
BLR/KO/02934/1,BLR/KO/DD/05/016,Dedicated Desk,14,CoWrks Koramangala,2381,Formal Notice Given,Venture Classic,Jithin Raj,CoWrks Koramangala,
BLR/KO/02934/1,BLR/KO/DD/05/017,Dedicated Desk,14,CoWrks Koramangala,2381,Formal Notice Given,Venture Classic,Jithin Raj,CoWrks Koramangala,
BLR/KO/02934/1,BLR/KO/DD/05/018,Dedicated Desk,14,CoWrks Koramangala,2381,Formal Notice Given,Venture Classic,Jithin Raj,CoWrks Koramangala,
BLR/KO/02934/1,BLR/KO/DD/05/019,Dedicated Desk,14,CoWrks Koramangala,2381,Formal Notice Given,Venture Classic,Jithin Raj,CoWrks Koramangala,
BLR/KO/02934/1,BLR/KO/PS/05/018,Private Studio,14,CoWrks Koramangala,2381,Formal Notice Given,Venture Classic,Jithin Raj,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/CP/00/009,Car Parking,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/CP/00/010,Car Parking,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/CP/00/019,Car Parking,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/CP/00/020,Car Parking,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/CP/00/021,Car Parking,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/CP/00/011,Car Parking,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/CP/00/012,Car Parking,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02902/1,BLR/KO/PS/05/056,Private Studio,253,CoWrks Koramangala,2397,Activated,BUNDL TECHNOLOGIES PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02231/2,BLR/KO/PS/05/051,Private Studio,61,CoWrks Koramangala,2057,Activated,Instartlogic India Private Limited,Rumpa Das,CoWrks Koramangala,
BLR/KO/02231/2,BLR/KO/PS/05/052,Private Studio,61,CoWrks Koramangala,2057,Activated,Instartlogic India Private Limited,Rumpa Das,CoWrks Koramangala,
BLR/KO/02398/1,BLR/KO/PS/05/034,Private Studio,3,CoWrks Koramangala,1983,Activated,Legion Realty Services,Rumpa Das,CoWrks Koramangala,
BLR/KO/02209/1,BLR/KO/PS/05/032,Private Studio,25,CoWrks Koramangala,2000,Activated,HUSYS CONSULTING PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02209/1,BLR/KO/CP/00/001,Car Parking,25,CoWrks Koramangala,2000,Activated,HUSYS CONSULTING PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02209/1,BLR/KO/CP/00/002,Car Parking,25,CoWrks Koramangala,2000,Activated,HUSYS CONSULTING PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02209/1,BLR/KO/CP/00/003,Car Parking,25,CoWrks Koramangala,2000,Activated,HUSYS CONSULTING PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02209/1,BLR/KO/CP/00/004,Car Parking,25,CoWrks Koramangala,2000,Activated,HUSYS CONSULTING PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
BLR/KO/02209/1,BLR/KO/CP/00/005,Car Parking,25,CoWrks Koramangala,2000,Activated,HUSYS CONSULTING PRIVATE LIMITED,Smriti Gautam,CoWrks Koramangala,
